"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG144500","AT5G62790","DXR,PDE129","1-deoxy-D-xylulose 5-phosphate reductoisomerase","LOC_Os01g01710","1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed","OsDXR "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG144681","AT3G48190","ATATM,ATM","ataxia-telangiectasia mutated","LOC_Os01g01689","phosphatidylinositol 3- and 4-kinase family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG154800","AT3G02130","RPK2,TOAD2","receptor-like protein kinase 2","LOC_Os07g41140","receptor-like protein kinase precursor, putative, expressed","OsRPK1 "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG166000","AT3G16830","TPR2","TOPLESS-related 2","LOC_Os01g15020","lissencephaly type-1-like homology motif, putative, expressed","ASPR1|OsTPR1 "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG168000","AT2G26850","","F-box family protein","LOC_Os01g17390","OsFBX5 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG168081","AT2G27040","AGO4,OCP11","Argonaute family protein","LOC_Os01g16870","argonaute, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG171100","AT5G46860","ATSYP22,ATVAM3,SGR3,SYP22,VAM3","Syntaxin/t-SNARE family protein","LOC_Os01g15110","syntaxin, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG173300","AT5G03100","","F-box/RNI-like superfamily protein","LOC_Os11g32940","OsFBX421 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG186800","AT2G27040","AGO4,OCP11","Argonaute family protein","LOC_Os01g16870","argonaute, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG192000","AT2G26990","ATCSN2,COP12,CSN2,FUS12","proteasome family protein","LOC_Os01g17180","proteasome subunit, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG192700","AT5G21090","","Leucine-rich repeat (LRR) family protein","LOC_Os01g17250","BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG224000","","","","LOC_Os07g02890","OsFBX209 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG226210","AT3G61590","HS,HWS","Galactose oxidase/kelch repeat superfamily protein","LOC_Os01g32640","OsFBX9 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG226700","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g27360","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG238500","AT1G51730","","Ubiquitin-conjugating enzyme family protein","LOC_Os01g37770","RWD domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG239600","","","","LOC_Os09g08620","OsFBX309 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG240300","AT3G01540","ATDRH1,DRH1","DEAD box RNA helicase 1","LOC_Os01g07740","DEAD-box ATP-dependent RNA helicase 14, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG240500","AT1G10360","ATGSTU18,GST29,GSTU18","glutathione S-transferase TAU 18","LOC_Os10g38140","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG240600","AT1G51710","ATUBP6,UBP6","ubiquitin-specific protease 6","LOC_Os01g36930","ubiquitin carboxyl-terminal hydrolase 6, putative, expressed","OsUBP6 "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG251700","AT1G23180","","ARM repeat superfamily protein","LOC_Os01g34080","armadillo/beta-catenin-like repeat family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG252600","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g27360","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG279500","AT1G80080","AtRLP17,TMM","Leucine-rich repeat (LRR) family protein","LOC_Os01g43440","TOO MANY MOUTHS precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG281600","AT1G64350","SEH1H","Transducin/WD40 repeat-like superfamily protein","LOC_Os01g43250","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG284600","AT1G80410","EMB2753","tetratricopeptide repeat (TPR)-containing protein","LOC_Os01g43030","tetratricopeptide repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG288981","AT1G10370","ATGSTU17,ERD9,GST30,GST30B","Glutathione S-transferase family protein","LOC_Os10g38580","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG291168","","","","LOC_Os10g10410","OsFBX377 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG297500","","","","LOC_Os01g41950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG297600","","","","LOC_Os01g41950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG297700","","","","LOC_Os01g41950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG297900","","","","LOC_Os01g41950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG298400","AT2G34930","","disease resistance family protein / LRR family protein","LOC_Os01g41770","leucine rich repeat protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG298500","AT2G34930","","disease resistance family protein / LRR family protein","LOC_Os01g41780","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG300100","","","","LOC_Os01g41950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG300900","AT4G32551","LUG,RON2","LisH dimerisation motif;WD40/YVTN repeat-like-containing domain","LOC_Os01g42260","transcriptional corepressor LEUNIG, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG301000","AT4G32551","LUG,RON2","LisH dimerisation motif;WD40/YVTN repeat-like-containing domain","LOC_Os01g42260","transcriptional corepressor LEUNIG, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG301400","AT2G26730","","Leucine-rich repeat protein kinase family protein","LOC_Os01g42294","inactive receptor kinase At2g26730 precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG303900","AT3G61590","HS,HWS","Galactose oxidase/kelch repeat superfamily protein","LOC_Os01g32640","OsFBX9 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG316200","AT5G02930","","F-box/RNI-like superfamily protein","LOC_Os04g13150","OsFBX125 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG316842","AT5G02930","","F-box/RNI-like superfamily protein","LOC_Os01g41250","OsFBX17 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG317500","AT3G26922","","F-box/RNI-like superfamily protein","LOC_Os01g41310","OsFBX18 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG317600","AT3G60790","","F-box family protein","LOC_Os01g41270","OsFBD3 - F-box and FBD domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG318200","AT3G60790","","F-box family protein","LOC_Os01g41270","OsFBD3 - F-box and FBD domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG318400","AT1G13570","","F-box/RNI-like superfamily protein","LOC_Os01g41250","OsFBX17 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG335300","AT5G22720","","F-box/RNI-like superfamily protein","LOC_Os01g41370","FBD domain containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG339800","AT4G26810","","SWIB/MDM2 domain superfamily protein","LOC_Os09g04720","SWIB/MDM2 domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG340400","AT4G16144","AMSH3","associated molecule with the SH3 domain of STAM 3","LOC_Os01g23640","mov34/MPN/PAD-1 family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG344000","AT1G73720","SMU1","transducin family protein / WD-40 repeat family protein","LOC_Os01g21940","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG345700","AT5G18525","","protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases","LOC_Os01g22390","WD domain containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG355043","AT4G03020","","transducin family protein / WD-40 repeat family protein","LOC_Os01g28680","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG356000","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g27390","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG356162","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g27360","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG356400","AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os08g24310","receptor-like protein kinase precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG357800","AT3G24440","VIL1,VRN5","Fibronectin type III domain-containing protein","LOC_Os12g34850","Fibronectin type III domain containing protein, expressed","OsVIL2 "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG359300","AT5G51560","","Leucine-rich repeat protein kinase family protein","LOC_Os01g39600","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG359500","AT1G49040","SCD1","stomatal cytokinesis defective / SCD1 protein (SCD1)","LOC_Os01g39380","SCD1, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG360600","AT5G42150","","Glutathione S-transferase family protein","LOC_Os04g17050","glutaredoxin family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG370400","AT1G10370","ATGSTU17,ERD9,GST30,GST30B","Glutathione S-transferase family protein","LOC_Os01g37750","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG379000","AT1G74720","QKY","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein","LOC_Os01g40480","anthranilate phosphoribosyltransferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG384100","AT4G18670","","Leucine-rich repeat (LRR) family protein","LOC_Os01g41120","retrotransposon protein, putative, Ty3-gypsy subclass, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG391200","AT4G16144","AMSH3","associated molecule with the SH3 domain of STAM 3","LOC_Os01g31470","mov34/MPN/PAD-1 family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG398100","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g27210","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG398300","AT3G16510","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os01g27190","C2 domain containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG252700","AT3G12145","FLOR1,FLR1","Leucine-rich repeat (LRR) family protein","LOC_Os09g31450","polygalacturonase inhibitor 1 precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG263200","","","","LOC_Os08g38490","OsFBX301 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG263400","AT3G07870","","F-box and associated interaction domains-containing protein","LOC_Os08g38490","OsFBX301 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG263500","AT4G11590","","F-box associated ubiquitination effector family protein","LOC_Os08g38490","OsFBX301 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG264400","AT1G55680","","Transducin/WD40 repeat-like superfamily protein","LOC_Os08g38880","WD-40 repeat family protein, putative, expressed","SRWD1 "
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG266000","AT5G56280","CSN6A","COP9 signalosome subunit 6A","LOC_Os08g39070","COP9 signalosome complex subunit 6a, putative, expressed","CSN6 "
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG268400","AT1G03370","","C2 calcium/lipid-binding and GRAM domain containing protein","LOC_Os08g38440","GRAM and C2 domains containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG269100","AT2G40925","","F-box and associated interaction domains-containing protein","LOC_Os08g38490","OsFBX301 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG269500","AT1G49540","ELP2","elongator protein 2","LOC_Os08g38570","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG269700","AT5G19000","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os08g41190","MBTB32 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
