CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BayesFactor,POS,marker.ID,CHRN,Num_Sig_Conditions,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr01K,7550363,7570363,20001,+,spliceSite,17,4531,Pavir.1KG098300,2.0110193174687403,7560363,Chr01K_7560363,1,8,7553228,7559192,5965,-,41620284,Pavir.1KG098300.4,Pavir.1KG098300.4.p,PF13499,"PTHR14095,PTHR14095:SF7",NA,NA,K11583,NA,AT5G28850.2,NA,Calcium-binding EF-hand family protein,LOC_Os02g09840.1,NA,"serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed",7135,1171,1171
Chr01K,7550363,7570363,20001,+,spliceSite,17,4532,Pavir.1KG098300,2.0110193174687403,7560363,Chr01K_7560363,1,8,7553228,7559192,5965,-,41620284,Pavir.1KG098300.4,Pavir.1KG098300.4.p,PF13499,"PTHR14095,PTHR14095:SF7",NA,NA,K11583,NA,AT5G28850.2,NA,Calcium-binding EF-hand family protein,LOC_Os02g09840.1,NA,"serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed",7135,1171,1171
Chr01K,7550363,7570363,20001,+,spliceSite,17,4533,Pavir.1KG098300,2.0110193174687403,7560363,Chr01K_7560363,1,8,7553228,7559192,5965,-,41620284,Pavir.1KG098300.4,Pavir.1KG098300.4.p,PF13499,"PTHR14095,PTHR14095:SF7",NA,NA,K11583,NA,AT5G28850.2,NA,Calcium-binding EF-hand family protein,LOC_Os02g09840.1,NA,"serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed",7135,1171,1171
Chr01K,7550363,7570363,20001,+,spliceSite,17,4534,Pavir.1KG098400,2.0110193174687403,7560363,Chr01K_7560363,1,8,7564425,7565275,851,-,41622043,Pavir.1KG098400.1,Pavir.1KG098400.1.p,NA,"PTHR33228,PTHR33228:SF6",NA,NA,NA,NA,AT2G24762.1,"AtGDU4,GDU4",glutamine dumper 4,LOC_Os02g09850.1,NA,expressed protein,-4062,-4912,4062
Chr01K,7550363,7570363,20001,+,spliceSite,17,4535,Pavir.1KG098777,2.0110193174687403,7560363,Chr01K_7560363,1,8,7566381,7570110,3730,-,41620950,Pavir.1KG098777.1,Pavir.1KG098777.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6018,-9747,6018
Chr01K,7550363,7570363,20001,+,spliceSite,17,4536,Pavir.1KG098777,2.0110193174687403,7560363,Chr01K_7560363,1,8,7566381,7570110,3730,-,41620950,Pavir.1KG098777.1,Pavir.1KG098777.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6018,-9747,6018
Chr01K,7550363,7570363,20001,+,spliceSite,17,4537,Pavir.1KG098777,2.0110193174687403,7560363,Chr01K_7560363,1,8,7566381,7570110,3730,-,41620950,Pavir.1KG098777.1,Pavir.1KG098777.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6018,-9747,6018
Chr01K,8340381,8360381,20001,+,spliceSite,18,4594,Pavir.1KG103400,2.44799747781605,8350381,Chr01K_8350381,1,9,8341017,8344588,3572,-,41619723,Pavir.1KG103400.1,Pavir.1KG103400.1.p,"PF09298,PF01557","PTHR11820,PTHR11820:SF1",NA,3.7.1.2,K01555,"GO:0009072,GO:0004334,GO:0008152,GO:0003824",AT1G12050.1,NA,"fumarylacetoacetase, putative",LOC_Os02g10310.1,NA,"fumarylacetoacetase, putative, expressed",9364,5793,5793
Chr01K,8340381,8360381,20001,+,spliceSite,18,4595,Pavir.1KG103500,2.44799747781605,8350381,Chr01K_8350381,1,9,8345194,8349381,4188,-,41623559,Pavir.1KG103500.1,Pavir.1KG103500.1.p,"PF02801,PF00109","PTHR11712,PTHR11712:SF275",NA,2.3.1.41,K09458,NA,AT2G04540.1,NA,Beta-ketoacyl synthase,LOC_Os02g10320.1,NA,"3-oxoacyl-synthase, putative, expressed",5187,1000,1000
Chr01K,8340381,8360381,20001,+,spliceSite,18,4596,Pavir.1KG103877,2.44799747781605,8350381,Chr01K_8350381,1,9,8350003,8355247,5245,-,41621197,Pavir.1KG103877.1,Pavir.1KG103877.1.p,PF03514,"PTHR31636,PTHR31636:SF49",NA,NA,NA,NA,AT1G55580.1,"LAS,SCL18",GRAS family transcription factor,LOC_Os02g10360.1,NA,"MONOCULM 1, putative, expressed",378,-4866,378
Chr01K,8340381,8360381,20001,+,spliceSite,18,4597,Pavir.1KG103877,2.44799747781605,8350381,Chr01K_8350381,1,9,8350003,8355247,5245,-,41621197,Pavir.1KG103877.1,Pavir.1KG103877.1.p,PF03514,"PTHR31636,PTHR31636:SF49",NA,NA,NA,NA,AT1G55580.1,"LAS,SCL18",GRAS family transcription factor,LOC_Os02g10360.1,NA,"MONOCULM 1, putative, expressed",378,-4866,378
Chr01K,8340381,8360381,20001,+,spliceSite,18,4598,Pavir.1KG104254,2.44799747781605,8350381,Chr01K_8350381,1,9,8356394,8358701,2308,-,41622586,Pavir.1KG104254.1,Pavir.1KG104254.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6013,-8320,6013
Chr01K,8353876,8373876,20001,+,spliceSite,19,4596,Pavir.1KG103877,2.4885593783646724,8363876,Chr01K_8363876,1,9,8350003,8355247,5245,-,41621197,Pavir.1KG103877.1,Pavir.1KG103877.1.p,PF03514,"PTHR31636,PTHR31636:SF49",NA,NA,NA,NA,AT1G55580.1,"LAS,SCL18",GRAS family transcription factor,LOC_Os02g10360.1,NA,"MONOCULM 1, putative, expressed",13873,8629,8629
Chr01K,8353876,8373876,20001,+,spliceSite,19,4597,Pavir.1KG103877,2.4885593783646724,8363876,Chr01K_8363876,1,9,8350003,8355247,5245,-,41621197,Pavir.1KG103877.1,Pavir.1KG103877.1.p,PF03514,"PTHR31636,PTHR31636:SF49",NA,NA,NA,NA,AT1G55580.1,"LAS,SCL18",GRAS family transcription factor,LOC_Os02g10360.1,NA,"MONOCULM 1, putative, expressed",13873,8629,8629
Chr01K,8353876,8373876,20001,+,spliceSite,19,4598,Pavir.1KG104254,2.4885593783646724,8363876,Chr01K_8363876,1,9,8356394,8358701,2308,-,41622586,Pavir.1KG104254.1,Pavir.1KG104254.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7482,5175,5175
Chr01K,8353876,8373876,20001,+,spliceSite,19,4599,Pavir.1KG103800,2.4885593783646724,8363876,Chr01K_8363876,1,9,8363982,8364505,524,-,41619759,Pavir.1KG103800.1,Pavir.1KG103800.1.p,NA,NA,NA,NA,NA,NA,AT3G15395.2,NA,NA,LOC_Os02g10370.1,NA,"hrpN-interacting protein from Malus, putative, expressed",-106,-629,106
Chr01K,8353876,8373876,20001,+,spliceSite,19,4600,Pavir.1KG103900,2.4885593783646724,8363876,Chr01K_8363876,1,9,8364709,8367798,3090,-,41618591,Pavir.1KG103900.2,Pavir.1KG103900.2.p,"PF13540,PF00415","PTHR22870,PTHR22870:SF142",NA,NA,NA,NA,AT5G48330.2,NA,Regulator of chromosome condensation (RCC1) family protein,LOC_Os02g10380.1,NA,"Regulator of chromosome condensation domain containing protein, expressed",-833,-3922,833
Chr01K,8353876,8373876,20001,+,spliceSite,19,4601,Pavir.1KG103900,2.4885593783646724,8363876,Chr01K_8363876,1,9,8364709,8367798,3090,-,41618591,Pavir.1KG103900.2,Pavir.1KG103900.2.p,"PF13540,PF00415","PTHR22870,PTHR22870:SF142",NA,NA,NA,NA,AT5G48330.2,NA,Regulator of chromosome condensation (RCC1) family protein,LOC_Os02g10380.1,NA,"Regulator of chromosome condensation domain containing protein, expressed",-833,-3922,833
Chr01K,8353876,8373876,20001,+,spliceSite,19,4602,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4603,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4604,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4605,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4606,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4607,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4608,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4609,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4610,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4611,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4612,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4613,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4614,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4615,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4616,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4617,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4618,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4619,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4620,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4621,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,8353876,8373876,20001,+,spliceSite,19,4622,Pavir.1KG104000,2.4885593783646724,8363876,Chr01K_8363876,1,9,8368280,8373438,5159,-,41624755,Pavir.1KG104000.1,Pavir.1KG104000.1.p,NA,PTHR21528,KOG2818,2.5.1.87,K11778,NA,AT1G11755.1,LEW1,Undecaprenyl pyrophosphate synthetase family protein,LOC_Os02g10400.1,NA,expressed protein,-4404,-9562,4404
Chr01K,9428904,9448904,20001,+,spliceSite,20,4727,Pavir.1KG122731,2.0717694867636567,9438904,Chr01K_9438904,1,9,9428433,9429624,1192,-,41619342,Pavir.1KG122731.1,Pavir.1KG122731.1.p,"PF00646,PF01344","PTHR24413,PTHR24413:SF93",NA,NA,NA,GO:0005515,AT1G80440.1,NA,Galactose oxidase/kelch repeat superfamily protein,LOC_Os02g11790.1,NA,"OsFBK4 - F-box domain and kelch repeat containing protein, expressed",10471,9280,9280
Chr01K,9428904,9448904,20001,+,spliceSite,20,4728,Pavir.1KG121100,2.0717694867636567,9438904,Chr01K_9438904,1,9,9432214,9435822,3609,-,41624097,Pavir.1KG121100.1,Pavir.1KG121100.1.p,PF00010,"PTHR11514,PTHR11514:SF56",NA,NA,NA,GO:0046983,AT1G06170.2,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,LOC_Os01g18870.1,NA,"helix-loop-helix DNA-binding domain containing protein, expressed",6690,3082,3082
Chr01K,9428904,9448904,20001,+,spliceSite,20,4729,Pavir.1KG120900,2.0717694867636567,9438904,Chr01K_9438904,1,9,9439213,9442669,3457,-,41621387,Pavir.1KG120900.2,Pavir.1KG120900.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-309,-3765,309
Chr01K,9428904,9448904,20001,+,spliceSite,20,814,Pavir.1KG121477,2.0717694867636567,9438904,Chr01K_9438904,1,9,9437872,9438957,1086,+,41620416,Pavir.1KG121477.1,Pavir.1KG121477.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,-53,53
Chr01K,9428904,9448904,20001,+,spliceSite,20,815,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9428904,9448904,20001,+,spliceSite,20,816,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9428904,9448904,20001,+,spliceSite,20,817,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9428904,9448904,20001,+,spliceSite,20,818,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9428904,9448904,20001,+,spliceSite,20,819,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9428904,9448904,20001,+,spliceSite,20,820,Pavir.1KG120800,2.0717694867636567,9438904,Chr01K_9438904,1,9,9445583,9452859,7277,+,41622745,Pavir.1KG120800.1,Pavir.1KG120800.1.p,PF01412,"PTHR23180,PTHR23180:SF200",KOG0702,NA,NA,GO:0005096,AT4G13350.1,NIG,NSP (nuclear shuttle protein)-interacting GTPase,LOC_Os02g11820.1,NA,"GTPase-activating protein, putative, expressed",-6679,-13955,6679
Chr01K,9592103,9612103,20001,+,spliceSite,21,4759,Pavir.1KG119677,2.06914685977401,9602103,Chr01K_9602103,1,9,9611402,9615143,3742,-,41624520,Pavir.1KG119677.1,Pavir.1KG119677.1.p,"PF08263,PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF139",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0005524,GO:0004672",AT3G47570.1,NA,Leucine-rich repeat protein kinase family protein,LOC_Os02g12030.1,NA,"receptor-like protein kinase precursor, putative, expressed",-9299,-13040,9299
Chr01K,9592103,9612103,20001,+,spliceSite,21,827,Pavir.1KG119500,2.06914685977401,9602103,Chr01K_9602103,1,9,9591883,9598105,6223,+,41624401,Pavir.1KG119500.4,Pavir.1KG119500.4.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,NA,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47780.1,"ATATH6,ATH6",ABC2 homolog 6,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",10220,3998,3998
Chr01K,9592103,9612103,20001,+,spliceSite,21,828,Pavir.1KG119500,2.06914685977401,9602103,Chr01K_9602103,1,9,9591883,9598105,6223,+,41624401,Pavir.1KG119500.4,Pavir.1KG119500.4.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,NA,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47780.1,"ATATH6,ATH6",ABC2 homolog 6,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",10220,3998,3998
Chr01K,9592103,9612103,20001,+,spliceSite,21,829,Pavir.1KG119500,2.06914685977401,9602103,Chr01K_9602103,1,9,9591883,9598105,6223,+,41624401,Pavir.1KG119500.4,Pavir.1KG119500.4.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,NA,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47780.1,"ATATH6,ATH6",ABC2 homolog 6,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",10220,3998,3998
Chr01K,9592103,9612103,20001,+,spliceSite,21,830,Pavir.1KG119500,2.06914685977401,9602103,Chr01K_9602103,1,9,9591883,9598105,6223,+,41624401,Pavir.1KG119500.4,Pavir.1KG119500.4.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,NA,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47780.1,"ATATH6,ATH6",ABC2 homolog 6,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",10220,3998,3998
Chr01K,9592103,9612103,20001,+,spliceSite,21,831,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,832,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,833,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,834,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,835,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,836,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
Chr01K,9592103,9612103,20001,+,spliceSite,21,837,Pavir.1KG119400,2.06914685977401,9602103,Chr01K_9602103,1,9,9598965,9605259,6295,+,41624669,Pavir.1KG119400.1,Pavir.1KG119400.1.p,"PF12698,PF00005","PTHR19229,PTHR19229:SF127",KOG0059,3.6.3.32,NA,"GO:0016887,GO:0005524,GO:0016021,GO:0006810,GO:0005215",AT3G47790.1,"ATATH7,ATH7",ABC2 homolog 7,LOC_Os02g11960.1,NA,"ABC transporter, ATP-binding protein, putative, expressed",3138,-3156,3138
