CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,sum_log10BF,log10BF_PA,POS,marker.ID,CHRN,NumSigCond_PA,log10BF_PGS,NumSigCond_PGS,log10BF_KA,NumSigCond_KA,log10BF_KGS,NumSigCond_KGS,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr09N,15917299,15937299,20001,+,spliceSite,737,119851,Pavir.9NG191800,18.7482407,5.6221292,15927299,Chr09N_15927299,18,8,4.73206373,7,4.214860839,7,4.179186932,7,15915493,15923080,7588,+,41553537,Pavir.9NG191800.1,Pavir.9NG191800.1.p,NA,"PTHR14194,PTHR14194:SF38",KOG1203,NA,NA,NA,AT3G46780.1,PTAC16,plastid transcriptionally active 16,LOC_Os05g22614.1,NA,"PTAC16, putative, expressed",11806,4219,4219
Chr07K,27898386,27918386,20001,-,spliceSite,548,90507,Pavir.7KG108800,17.64961928,3.980511159,27908386,Chr07K_27908386,13,6,4.470226279,6,4.214154719,6,4.984727124,6,27901518,27905979,4462,-,41573933,Pavir.7KG108800.1,Pavir.7KG108800.1.p,PF00305,"PTHR11771,PTHR11771:SF52",NA,"1.13.11.33,1.13.11.12",NA,"GO:0055114,GO:0046872,GO:0016702",AT3G45140.1,"ATLOX2,LOX2",lipoxygenase 2,LOC_Os12g37260.1,NA,"lipoxygenase 2.1, chloroplast precursor, putative, expressed",6868,2407,2407
Chr07K,27898386,27918386,20001,-,spliceSite,548,90508,Pavir.7KG108600,17.64961928,3.980511159,27908386,Chr07K_27908386,13,6,4.470226279,6,4.214154719,6,4.984727124,6,27910971,27920503,9533,-,41575907,Pavir.7KG108600.2,Pavir.7KG108600.2.p,PF08603,"PTHR16052,PTHR16052:SF1",NA,NA,NA,"GO:0007010,GO:0003779",AT3G57890.1,NA,Tubulin binding cofactor C domain-containing protein,LOC_Os06g41110.1,NA,"tubulin binding cofactor C, putative, expressed",-2585,-12117,2585
Chr07K,27898386,27918386,20001,-,spliceSite,548,90509,Pavir.7KG108600,17.64961928,3.980511159,27908386,Chr07K_27908386,13,6,4.470226279,6,4.214154719,6,4.984727124,6,27910971,27920503,9533,-,41575907,Pavir.7KG108600.2,Pavir.7KG108600.2.p,PF08603,"PTHR16052,PTHR16052:SF1",NA,NA,NA,"GO:0007010,GO:0003779",AT3G57890.1,NA,Tubulin binding cofactor C domain-containing protein,LOC_Os06g41110.1,NA,"tubulin binding cofactor C, putative, expressed",-2585,-12117,2585
Chr07K,27898386,27918386,20001,-,spliceSite,548,90510,Pavir.7KG108600,17.64961928,3.980511159,27908386,Chr07K_27908386,13,6,4.470226279,6,4.214154719,6,4.984727124,6,27910971,27920503,9533,-,41575907,Pavir.7KG108600.2,Pavir.7KG108600.2.p,PF08603,"PTHR16052,PTHR16052:SF1",NA,NA,NA,"GO:0007010,GO:0003779",AT3G57890.1,NA,Tubulin binding cofactor C domain-containing protein,LOC_Os06g41110.1,NA,"tubulin binding cofactor C, putative, expressed",-2585,-12117,2585
Chr07K,27898386,27918386,20001,-,spliceSite,548,90511,Pavir.7KG108600,17.64961928,3.980511159,27908386,Chr07K_27908386,13,6,4.470226279,6,4.214154719,6,4.984727124,6,27910971,27920503,9533,-,41575907,Pavir.7KG108600.2,Pavir.7KG108600.2.p,PF08603,"PTHR16052,PTHR16052:SF1",NA,NA,NA,"GO:0007010,GO:0003779",AT3G57890.1,NA,Tubulin binding cofactor C domain-containing protein,LOC_Os06g41110.1,NA,"tubulin binding cofactor C, putative, expressed",-2585,-12117,2585
Chr05N,10175778,10195778,20001,+,spliceSite,438,68994,Pavir.5NG131700,17.5035611,4.993634072,10185778,Chr05N_10185778,10,7,5.30832434,6,3.31032107,7,3.891281613,6,10180252,10185153,4902,+,41595874,Pavir.5NG131700.1,Pavir.5NG131700.1.p,NA,"PTHR31414,PTHR31414:SF8",NA,NA,NA,NA,AT1G71110.1,NA,NA,LOC_Os01g03110.1,NA,expressed protein,5526,625,625
Chr09K,65079633,65099633,20001,+,spliceSite,707,112216,Pavir.9KG649500,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65076572,65082766,6195,+,41606636,Pavir.9KG649500.1,Pavir.9KG649500.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF179",KOG0014,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT2G22540.1,"AGL22,SVP",K-box region and MADS-box transcription factor family protein ,LOC_Os03g08754.1,NA,"OsMADS47 - MADS-box family gene with MIKCc type-box, expressed",13061,6867,6867
Chr09K,65079633,65099633,20001,+,spliceSite,707,112217,Pavir.9KG649500,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65076572,65082766,6195,+,41606636,Pavir.9KG649500.1,Pavir.9KG649500.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF179",KOG0014,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT2G22540.1,"AGL22,SVP",K-box region and MADS-box transcription factor family protein ,LOC_Os03g08754.1,NA,"OsMADS47 - MADS-box family gene with MIKCc type-box, expressed",13061,6867,6867
Chr09K,65079633,65099633,20001,+,spliceSite,707,112218,Pavir.9KG649500,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65076572,65082766,6195,+,41606636,Pavir.9KG649500.1,Pavir.9KG649500.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF179",KOG0014,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT2G22540.1,"AGL22,SVP",K-box region and MADS-box transcription factor family protein ,LOC_Os03g08754.1,NA,"OsMADS47 - MADS-box family gene with MIKCc type-box, expressed",13061,6867,6867
Chr09K,65079633,65099633,20001,+,spliceSite,707,112219,Pavir.9KG649500,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65076572,65082766,6195,+,41606636,Pavir.9KG649500.1,Pavir.9KG649500.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF179",KOG0014,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT2G22540.1,"AGL22,SVP",K-box region and MADS-box transcription factor family protein ,LOC_Os03g08754.1,NA,"OsMADS47 - MADS-box family gene with MIKCc type-box, expressed",13061,6867,6867
Chr09K,65079633,65099633,20001,+,spliceSite,707,112220,Pavir.9KG649500,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65076572,65082766,6195,+,41606636,Pavir.9KG649500.1,Pavir.9KG649500.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF179",KOG0014,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT2G22540.1,"AGL22,SVP",K-box region and MADS-box transcription factor family protein ,LOC_Os03g08754.1,NA,"OsMADS47 - MADS-box family gene with MIKCc type-box, expressed",13061,6867,6867
Chr09K,65079633,65099633,20001,+,spliceSite,707,117932,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117933,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117934,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117935,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117936,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117937,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117938,Pavir.9KG649600,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65083217,65088806,5590,-,41600950,Pavir.9KG649600.1,Pavir.9KG649600.1.p,PF12371,PTHR22050,NA,NA,NA,NA,AT5G66820.1,NA,NA,LOC_Os03g08740.1,NA,expressed protein,6416,827,827
Chr09K,65079633,65099633,20001,+,spliceSite,707,117939,Pavir.9KG649700,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65097145,65101365,4221,-,41604721,Pavir.9KG649700.1,Pavir.9KG649700.1.p,PF02602,NA,KOG4132,4.2.1.75,K01719,"GO:0033014,GO:0004852",AT2G26540.1,"ATDUF3,ATUROS,DUF3,HEMD,UROS",uroporphyrinogen-III synthase family protein,LOC_Os03g08730.1,NA,"uroporphyrinogen III synthase, putative, expressed",-7512,-11732,7512
Chr09K,65079633,65099633,20001,+,spliceSite,707,117940,Pavir.9KG649700,17.41472365,2.485106169,65089633,Chr09K_65089633,17,8,3.075651646,8,4.888964165,8,6.96500167,8,65097145,65101365,4221,-,41604721,Pavir.9KG649700.1,Pavir.9KG649700.1.p,PF02602,NA,KOG4132,4.2.1.75,K01719,"GO:0033014,GO:0004852",AT2G26540.1,"ATDUF3,ATUROS,DUF3,HEMD,UROS",uroporphyrinogen-III synthase family protein,LOC_Os03g08730.1,NA,"uroporphyrinogen III synthase, putative, expressed",-7512,-11732,7512
Chr02N,62760419,62780419,20001,-,spliceSite,216,26850,Pavir.2NG547006,17.32505827,3.148458331,62770419,Chr02N_62770419,4,7,3.337248048,7,5.892997726,7,4.946354168,8,62771521,62774325,2805,+,41566635,Pavir.2NG547006.1,Pavir.2NG547006.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1102,-3906,1102
Chr02N,62760419,62780419,20001,-,spliceSite,216,30948,Pavir.2NG547500,17.32505827,3.148458331,62770419,Chr02N_62770419,4,7,3.337248048,7,5.892997726,7,4.946354168,8,62776473,62783430,6958,-,41563480,Pavir.2NG547500.2,Pavir.2NG547500.2.p,NA,"PTHR34798,PTHR34798:SF2",NA,NA,NA,NA,AT3G22380.2,TIC,time for coffee,LOC_Os07g38360.2,NA,expressed protein,-6054,-13011,6054
Chr02N,62760419,62780419,20001,-,spliceSite,216,30949,Pavir.2NG547500,17.32505827,3.148458331,62770419,Chr02N_62770419,4,7,3.337248048,7,5.892997726,7,4.946354168,8,62776473,62783430,6958,-,41563480,Pavir.2NG547500.2,Pavir.2NG547500.2.p,NA,"PTHR34798,PTHR34798:SF2",NA,NA,NA,NA,AT3G22380.2,TIC,time for coffee,LOC_Os07g38360.2,NA,expressed protein,-6054,-13011,6054
Chr02N,62760419,62780419,20001,-,spliceSite,216,30950,Pavir.2NG547500,17.32505827,3.148458331,62770419,Chr02N_62770419,4,7,3.337248048,7,5.892997726,7,4.946354168,8,62776473,62783430,6958,-,41563480,Pavir.2NG547500.2,Pavir.2NG547500.2.p,NA,"PTHR34798,PTHR34798:SF2",NA,NA,NA,NA,AT3G22380.2,TIC,time for coffee,LOC_Os07g38360.2,NA,expressed protein,-6054,-13011,6054
Chr09K,596846,616846,20001,+,spliceSite,670,107431,Pavir.9KG021200,17.26658904,3.341198958,606846,Chr09K_606846,17,7,3.986744014,6,3.187100761,6,6.751545303,6,612842,618397,5556,+,41597906,Pavir.9KG021200.1,Pavir.9KG021200.1.p,PF12174,"PTHR32263,PTHR32263:SF4",NA,NA,NA,NA,AT2G35510.1,SRO1,similar to RCD one 1,LOC_Os03g63770.1,NA,"RCD1, putative, expressed",-5996,-11551,5996
Chr09K,596846,616846,20001,+,spliceSite,670,112896,Pavir.9KG021500,17.26658904,3.341198958,606846,Chr09K_606846,17,7,3.986744014,6,3.187100761,6,6.751545303,6,606467,610865,4399,-,41598822,Pavir.9KG021500.1,Pavir.9KG021500.1.p,PF03106,"PTHR32096,PTHR32096:SF28",NA,NA,NA,"GO:0043565,GO:0006355,GO:0003700",AT2G34830.1,"AtWRKY35,MEE24,WRKY35",WRKY DNA-binding protein 35,LOC_Os03g63810.1,NA,"WRKY80, expressed",379,-4019,379
Chr01K,11457518,11477518,20001,+,spliceSite,11,4868,Pavir.1KG187100,16.93513728,4.016346382,11467518,Chr01K_11467518,1,4,7.370506441,5,2.165511926,3,3.382772532,5,11459367,11464168,4802,-,41621162,Pavir.1KG187100.1,Pavir.1KG187100.1.p,"PF08263,PF00560,PF13855,PF00069","PTHR27000,PTHR27000:SF124",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0005524,GO:0004672",AT5G25930.1,NA,Protein kinase family protein with leucine-rich repeat domain,LOC_Os02g13510.1,NA,"receptor-like protein kinase 5 precursor, putative, expressed",8151,3350,3350
Chr01K,11457518,11477518,20001,+,spliceSite,11,4869,Pavir.1KG187100,16.93513728,4.016346382,11467518,Chr01K_11467518,1,4,7.370506441,5,2.165511926,3,3.382772532,5,11459367,11464168,4802,-,41621162,Pavir.1KG187100.1,Pavir.1KG187100.1.p,"PF08263,PF00560,PF13855,PF00069","PTHR27000,PTHR27000:SF124",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0005524,GO:0004672",AT5G25930.1,NA,Protein kinase family protein with leucine-rich repeat domain,LOC_Os02g13510.1,NA,"receptor-like protein kinase 5 precursor, putative, expressed",8151,3350,3350
Chr01K,11457518,11477518,20001,+,spliceSite,11,4870,Pavir.1KG186900,16.93513728,4.016346382,11467518,Chr01K_11467518,1,4,7.370506441,5,2.165511926,3,3.382772532,5,11475951,11479985,4035,-,41619325,Pavir.1KG186900.1,Pavir.1KG186900.1.p,PF02309,"PTHR31734,PTHR31734:SF31",NA,NA,K14484,"GO:0006355,GO:0005634",AT3G16500.1,"IAA26,PAP1",phytochrome-associated protein 1,LOC_Os02g13520.1,NA,"OsIAA7 - Auxin-responsive Aux/IAA gene family member, expressed",-8433,-12467,8433
Chr01K,11457518,11477518,20001,+,spliceSite,11,944,Pavir.1KG187477,16.93513728,4.016346382,11467518,Chr01K_11467518,1,4,7.370506441,5,2.165511926,3,3.382772532,5,11474608,11476050,1443,+,41624649,Pavir.1KG187477.1,Pavir.1KG187477.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7090,-8532,7090
Chr08N,19354888,19374888,20001,+,spliceSite,645,104175,Pavir.8NG145700,16.91031515,3.269833566,19364888,Chr08N_19364888,16,9,3.82569187,9,3.537816552,9,6.276973165,9,19369781,19371063,1283,+,41630657,Pavir.8NG145700.1,Pavir.8NG145700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4893,-6175,4893
Chr08N,19354888,19374888,20001,+,spliceSite,645,106180,Pavir.8NG145701,16.91031515,3.269833566,19364888,Chr08N_19364888,16,9,3.82569187,9,3.537816552,9,6.276973165,9,19370271,19373652,3382,-,41632347,Pavir.8NG145701.1,Pavir.8NG145701.1.p,NA,"PTHR33075,PTHR33075:SF4",NA,NA,NA,NA,NA,NA,NA,LOC_Os02g25310.1,NA,"zinc knuckle family protein, expressed",-5383,-8764,5383
Chr03K,16656347,16676347,20001,-,spliceSite,239,33405,Pavir.3KG281500,16.90702694,4.037876918,16666347,Chr03K_16666347,5,8,3.967962811,8,4.136210831,8,4.764976379,8,16658086,16659630,1545,+,41609588,Pavir.3KG281500.2,Pavir.3KG281500.2.p,PF02453,"PTHR10994,PTHR10994:SF85",KOG1792,NA,NA,NA,AT3G18260.1,NA,Reticulon family protein,LOC_Os05g47690.1,NA,"reticulon domain containing protein, putative, expressed",8261,6717,6717
Chr03K,16656347,16676347,20001,-,spliceSite,239,33406,Pavir.3KG281400,16.90702694,4.037876918,16666347,Chr03K_16666347,5,8,3.967962811,8,4.136210831,8,4.764976379,8,16672229,16676185,3957,+,41614165,Pavir.3KG281400.1,Pavir.3KG281400.1.p,PF00149,"PTHR11668,PTHR11668:SF24",NA,3.1.3.16,K15498,GO:0016787,AT3G19980.1,"ATFYPP3,EMB2736,FYPP3,STPP","flower-specific, phytochrome-associated protein phosphatase 3",LOC_Os01g49690.1,NA,"Ser/Thr protein phosphatase family protein, putative, expressed",-5882,-9838,5882
Chr05K,11839129,11859129,20001,+,spliceSite,384,60153,Pavir.5KG161000,16.7954574,3.234893083,11849129,Chr05K_11849129,9,7,3.093442981,5,5.258023782,6,5.209097556,5,11854780,11859049,4270,+,41549572,Pavir.5KG161000.1,Pavir.5KG161000.1.p,PF07714,PTHR24057,NA,"2.7.11.1,2.7.11.26","K00924,K03083","GO:0006468,GO:0004672",AT5G26751.1,"ATSK11,SK 11",shaggy-related kinase 11,LOC_Os01g14860.3,NA,"CGMC_GSK.1 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",-5651,-9920,5651
Chr05K,11839129,11859129,20001,+,spliceSite,384,60154,Pavir.5KG161000,16.7954574,3.234893083,11849129,Chr05K_11849129,9,7,3.093442981,5,5.258023782,6,5.209097556,5,11854780,11859049,4270,+,41549572,Pavir.5KG161000.1,Pavir.5KG161000.1.p,PF07714,PTHR24057,NA,"2.7.11.1,2.7.11.26","K00924,K03083","GO:0006468,GO:0004672",AT5G26751.1,"ATSK11,SK 11",shaggy-related kinase 11,LOC_Os01g14860.3,NA,"CGMC_GSK.1 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed",-5651,-9920,5651
Chr09K,47542397,47562397,20001,+,spliceSite,696,116187,Pavir.9KG319500,16.29666222,3.289885266,47552397,Chr09K_47552397,17,3,3.580962052,4,3.807042421,3,5.618772482,4,47544856,47549762,4907,-,41600318,Pavir.9KG319500.1,Pavir.9KG319500.1.p,PF00481,"PTHR13832,PTHR13832:SF324",KOG0700,3.1.3.16,K01102,"GO:0003824,GO:0006470,GO:0004722",AT4G38520.1,NA,Protein phosphatase 2C family protein,LOC_Os10g39780.2,NA,"protein phosphatase 2C, putative, expressed",7541,2635,2635
Chr09K,47542397,47562397,20001,+,spliceSite,696,116188,Pavir.9KG319500,16.29666222,3.289885266,47552397,Chr09K_47552397,17,3,3.580962052,4,3.807042421,3,5.618772482,4,47544856,47549762,4907,-,41600318,Pavir.9KG319500.1,Pavir.9KG319500.1.p,PF00481,"PTHR13832,PTHR13832:SF324",KOG0700,3.1.3.16,K01102,"GO:0003824,GO:0006470,GO:0004722",AT4G38520.1,NA,Protein phosphatase 2C family protein,LOC_Os10g39780.2,NA,"protein phosphatase 2C, putative, expressed",7541,2635,2635
Chr05N,56329395,56349395,20001,+,spliceSite,464,71200,Pavir.5NG490500,16.29651449,4.474312296,56339395,Chr05N_56339395,10,8,3.205467181,9,3.804322343,9,4.812412667,9,56331205,56334153,2949,+,41595260,Pavir.5NG490500.2,Pavir.5NG490500.2.p,"PF13855,PF07714","PTHR27000,PTHR27000:SF147",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT5G25930.1,NA,Protein kinase family protein with leucine-rich repeat domain,LOC_Os01g53920.1,NA,"receptor-like protein kinase 5 precursor, putative, expressed",8190,5242,5242
Chr05N,56329395,56349395,20001,+,spliceSite,464,75436,Pavir.5NG490600,16.29651449,4.474312296,56339395,Chr05N_56339395,10,8,3.205467181,9,3.804322343,9,4.812412667,9,56334117,56339634,5518,-,41595335,Pavir.5NG490600.1,Pavir.5NG490600.1.p,"PF00349,PF03727","PTHR19443,PTHR19443:SF15",NA,2.7.1.1,K00844,"GO:0016773,GO:0005975,GO:0005524,GO:0046835,GO:0005536,GO:0004396,GO:0001678",AT4G29130.1,"ATHXK1,GIN2,HXK1",hexokinase 1,LOC_Os01g53930.1,NA,"hexokinase, putative, expressed",5278,-239,239
Chr05N,56329395,56349395,20001,+,spliceSite,464,75437,Pavir.5NG490700,16.29651449,4.474312296,56339395,Chr05N_56339395,10,8,3.205467181,9,3.804322343,9,4.812412667,9,56342004,56344056,2053,-,41592545,Pavir.5NG490700.2,Pavir.5NG490700.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g53940.1,NA,expressed protein,-2609,-4661,2609
Chr08N,32598510,32618510,20001,+,spliceSite,653,106431,Pavir.8NG253200,16.00070477,5.028787433,32608510,Chr08N_32608510,16,6,4.232533963,5,3.27031756,6,3.469065809,6,32593990,32610834,16845,-,41632995,Pavir.8NG253200.1,Pavir.8NG253200.1.p,PF03110,"PTHR31251,PTHR31251:SF14",NA,NA,NA,"GO:0005634,GO:0003677",AT5G50570.2,NA,Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein,LOC_Os11g30370.1,NA,"OsSPL19 - SBP-box gene family member, expressed",14520,-2324,2324
Chr08N,32598510,32618510,20001,+,spliceSite,653,106432,Pavir.8NG253200,16.00070477,5.028787433,32608510,Chr08N_32608510,16,6,4.232533963,5,3.27031756,6,3.469065809,6,32593990,32610834,16845,-,41632995,Pavir.8NG253200.1,Pavir.8NG253200.1.p,PF03110,"PTHR31251,PTHR31251:SF14",NA,NA,NA,"GO:0005634,GO:0003677",AT5G50570.2,NA,Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein,LOC_Os11g30370.1,NA,"OsSPL19 - SBP-box gene family member, expressed",14520,-2324,2324
Chr08N,32598510,32618510,20001,+,spliceSite,653,106433,Pavir.8NG253200,16.00070477,5.028787433,32608510,Chr08N_32608510,16,6,4.232533963,5,3.27031756,6,3.469065809,6,32593990,32610834,16845,-,41632995,Pavir.8NG253200.1,Pavir.8NG253200.1.p,PF03110,"PTHR31251,PTHR31251:SF14",NA,NA,NA,"GO:0005634,GO:0003677",AT5G50570.2,NA,Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein,LOC_Os11g30370.1,NA,"OsSPL19 - SBP-box gene family member, expressed",14520,-2324,2324
Chr02K,56940486,56960486,20001,+,spliceSite,154,18134,Pavir.2KG445000,15.89916308,3.900274872,56950486,Chr02K_56950486,3,5,4.046585551,7,4.019592213,8,3.93271044,6,56953498,56971314,17817,+,41655828,Pavir.2KG445000.1,Pavir.2KG445000.1.p,"PF04851,PF00628,PF06465,PF00385,PF00271","PTHR10799,PTHR10799:SF625",KOG0383,3.6.4.12,K11643,"GO:0016787,GO:0005524,GO:0003677,GO:0005515",AT5G44800.1,"CHR4,PKR1",chromatin remodeling 4,LOC_Os07g31450.1,NA,"CHR4/MI-2-LIKE, putative, expressed",-3012,-20828,3012
Chr02K,56940486,56960486,20001,+,spliceSite,154,22307,Pavir.2KG444700,15.89916308,3.900274872,56950486,Chr02K_56950486,3,5,4.046585551,7,4.019592213,8,3.93271044,6,56941335,56949657,8323,-,41650718,Pavir.2KG444700.1,Pavir.2KG444700.1.p,PF03835,"PTHR12143,PTHR12143:SF19",KOG0909,3.5.1.52,K01456,NA,AT5G49570.1,"AtPNG1,PNG1",peptide-N-glycanase 1,LOC_Os07g31460.2,NA,"peptide-Nasparagine amidase, putative, expressed",9151,829,829
Chr02K,56940486,56960486,20001,+,spliceSite,154,22308,Pavir.2KG444700,15.89916308,3.900274872,56950486,Chr02K_56950486,3,5,4.046585551,7,4.019592213,8,3.93271044,6,56941335,56949657,8323,-,41650718,Pavir.2KG444700.1,Pavir.2KG444700.1.p,PF03835,"PTHR12143,PTHR12143:SF19",KOG0909,3.5.1.52,K01456,NA,AT5G49570.1,"AtPNG1,PNG1",peptide-N-glycanase 1,LOC_Os07g31460.2,NA,"peptide-Nasparagine amidase, putative, expressed",9151,829,829
Chr02K,56940486,56960486,20001,+,spliceSite,154,22309,Pavir.2KG444700,15.89916308,3.900274872,56950486,Chr02K_56950486,3,5,4.046585551,7,4.019592213,8,3.93271044,6,56941335,56949657,8323,-,41650718,Pavir.2KG444700.1,Pavir.2KG444700.1.p,PF03835,"PTHR12143,PTHR12143:SF19",KOG0909,3.5.1.52,K01456,NA,AT5G49570.1,"AtPNG1,PNG1",peptide-N-glycanase 1,LOC_Os07g31460.2,NA,"peptide-Nasparagine amidase, putative, expressed",9151,829,829
Chr01N,56092620,56112620,20001,+,spliceSite,82,10163,Pavir.1NG425900,15.8370943,2.917950547,56102620,Chr01N_56102620,2,5,1.356905792,3,7.81586242,8,3.746375536,4,56101530,56102184,655,+,41581934,Pavir.1NG425900.1,Pavir.1NG425900.1.p,PF00403,"PTHR22814,PTHR22814:SF85",NA,NA,NA,"GO:0046872,GO:0030001",AT3G56891.1,NA,Heavy metal transport/detoxification superfamily protein ,LOC_Os03g02860.1,NA,"heavy metal-associated domain containing protein, expressed",1090,436,436
Chr01N,56092620,56112620,20001,+,spliceSite,82,10164,Pavir.1NG426000,15.8370943,2.917950547,56102620,Chr01N_56102620,2,5,1.356905792,3,7.81586242,8,3.746375536,4,56104280,56107410,3131,+,41588540,Pavir.1NG426000.1,Pavir.1NG426000.1.p,PF06454,"PTHR31142,PTHR31142:SF7",NA,NA,NA,NA,AT2G02180.1,TOM3,tobamovirus multiplication protein 3,LOC_Os02g45870.1,NA,"tobamovirus multiplication protein, putative, expressed",-1660,-4790,1660
Chr01N,56092620,56112620,20001,+,spliceSite,82,10165,Pavir.1NG426000,15.8370943,2.917950547,56102620,Chr01N_56102620,2,5,1.356905792,3,7.81586242,8,3.746375536,4,56104280,56107410,3131,+,41588540,Pavir.1NG426000.1,Pavir.1NG426000.1.p,PF06454,"PTHR31142,PTHR31142:SF7",NA,NA,NA,NA,AT2G02180.1,TOM3,tobamovirus multiplication protein 3,LOC_Os02g45870.1,NA,"tobamovirus multiplication protein, putative, expressed",-1660,-4790,1660
